Mask Radius,Exposure Time,Signal,Noise, SNR
9,22.79699080872758,98.11067193675889,3.7596043981270824,26.096009459302305
9,14.906784770681215,64.41897233201581,3.088969062994847,20.854521692606305
9,7.94547036905988,34.16600790513834,2.4007377442778433,14.231461968960582
9,29.924514164184565,130.0079051383399,4.333492409612541,30.000722938837214
9,27.73330921339049,119.26877470355731,4.218567354388294,28.27234098312783
9,2.6676850076405576,11.91304347826087,1.6907894365684901,7.045846881110615
9,9.859863377112609,42.865612648221344,2.664957714509458,16.084912873040338
9,28.19017375778894,121.699604743083,4.179730980961646,29.116611881820948
9,22.782893799934946,97.05533596837945,3.713284644194747,26.13732726364332
9,26.617943831619705,113.88537549407114,4.309196108176619,26.428450373371444
9,16.037757576190653,69.0909090909091,3.2592197605697666,21.19860401154135
9,1.7711887953604997,7.948616600790514,1.4822543243371074,5.36251874613035
9,7.564976663995008,32.62450592885376,2.4132838447927507,13.51871890215032
9,16.440526103258453,70.58893280632411,3.3208321358066035,21.256398974583707
9,26.452718196200497,113.66403162055336,3.9960242245402138,28.44427992266029
9,7.754792368529788,33.60474308300395,2.4245680486357646,13.860094832938339
9,29.552359437269224,126.26482213438736,4.258688479367826,29.64875753324191
9,13.737878189080657,59.573122529644266,3.064026269911357,19.442758410608448
9,29.695223276944418,127.52173913043478,4.142438736450661,30.784218486644033
9,27.70746228503838,119.15810276679842,4.248704567325557,28.045749210989545
9,18.319382466056332,78.33201581027669,3.3770947185096793,23.19508996325836
9,17.54487938558497,75.68774703557312,3.4678652050007823,21.825458188636848
9,20.948223800236804,89.99209486166008,3.6901406929117035,24.3871717505307
9,11.406985099441814,49.33596837944664,2.8563291954980286,17.27250782480079
9,16.89473045474855,72.73122529644269,3.3499767205614095,21.710964392688062
9,4.599603926929235,20.466403162055336,1.9834015424424427,10.318839994876761
9,10.571159782352225,45.11857707509881,2.654115464145676,16.999477861684465
9,5.095764457202402,22.09881422924901,2.0525160076588564,10.766695191067177
9,22.12022136144034,95.58102766798419,3.6995695129084285,25.83571611088417
9,27.53561605692406,116.80237154150197,4.142693614880414,28.19478880165114
9,9.83797065339602,42.67193675889328,2.7008416324705036,15.799496070364025
9,20.72227626201901,89.11462450592886,3.656083243256327,24.374342315728576
9,16.621650312573188,71.27272727272727,3.2963327963781635,21.621823910206512
9,20.01148240526826,85.30830039525692,3.6166936037546185,23.587372816623265
9,6.865064874113528,30.35177865612648,2.2668193892211446,13.38958842528475
9,17.387108194411276,74.67193675889328,3.3630771651712634,22.203456266841453
9,16.654537978752217,71.71936758893281,3.3335332675631726,21.51451982999407
9,25.66683782952815,109.70750988142292,3.9837088820391195,27.539037899091547
9,10.400722404677346,44.25691699604743,2.770856412144566,15.972288135202866
9,28.065846445196353,121.52569169960475,4.142585182304697,29.335713413621303
9,6.794745533422659,29.33596837944664,2.253153434198059,13.01996035165172
9,16.7678075508314,72.58102766798419,3.3208287362520874,21.856299566324424
9,5.443400861458997,23.612648221343875,2.0588079095138703,11.469087578412957
9,22.870367055172643,98.7707509881423,3.8191776846275487,25.861784694045873
9,25.755653858278915,110.20158102766798,3.974902941830598,27.72434513254199
9,16.41404117841658,71.40316205533597,3.4006122362609585,20.997149070381862
9,24.07848937454649,103.09486166007905,3.8986752985567548,26.443561919158437
9,13.960455249349957,60.11462450592885,3.0878857909711006,19.467891164142948
9,18.4268621108803,79.42292490118577,3.3262483952252966,23.877628927290687
9,4.355301244524659,18.50197628458498,1.931631005163748,9.578421673251478
9,29.865921588508257,128.14229249011856,4.376359492304309,29.2805681789745
9,5.131993519410217,21.64426877470356,2.080377013471,10.40401265470206
9,28.244185334396775,120.04347826086956,4.235197903407072,28.34424293710069
