Mask Radius,Magnitude,Signal,Noise,SNR
9,4.00631317468502,2351735.66149635,45.1972133344889,52032.75795107035
9,21.282378654038997,-0.17609489051095384,47.785165178574246,-0.003685137214716811
9,22.267457420382353,-55.253649635036616,47.44388663463329,-1.1646105231754416
9,12.908016350789214,529.9726277372263,46.35910114914248,11.431900416538367
9,2.6506513429258636,5837589.826642335,45.11636839568667,129389.62142175512
9,22.4072462849751,80.1322992700729,45.55397319919616,1.7590627917278336
9,1.5955068657774767,8494391.820255473,48.263203514450424,176001.40897634733
9,0.057853883676456386,11778005.583941603,45.70937163827115,257671.57066058234
9,2.2897462562043778,6782320.516423358,45.5821625901954,148793.30270920967
9,2.379519419158946,6522819.971715328,47.36524943722512,137713.19795032978
9,24.96720732138811,-28.340328467153306,45.44367878396759,-0.6236363169865485
9,19.712506148427188,-77.78923357664229,44.791850989913556,-1.7366827192329972
9,15.848330678635602,50.740875912408626,47.29995091757445,1.0727469041316846
9,14.106662894553965,190.8129562043795,47.40141362496819,4.025469740503072
9,21.80319066649749,62.672445255474415,47.709562459792714,1.3136243977984852
9,18.662193464188427,88.13229927007292,48.16363981671027,1.829851307032979
9,4.219261492839211,1935146.5218978103,48.564006612801364,39847.34079555351
9,7.384551928867442,104559.049270073,46.965928710114454,2226.274496038134
9,4.710235375689028,1231130.354927007,46.16398740978879,26668.631199434767
9,19.121658578844546,-18.036496350364892,48.19987520025188,-0.37420213798127505
9,18.826245461129595,-0.7208029197080688,47.33157122233151,-0.01522879763112505
9,10.651096445148514,4968.658759124088,46.175646174326914,107.60344837115892
9,0.5084643489895013,10926393.36678832,48.087199519035075,227220.41366670068
9,15.204244088521262,9.6614963503649,46.98650673861315,0.20562278451794663
9,0.7591960224121674,10444492.979927005,45.67978672608336,228645.83502889154
9,14.224352015837805,145.06021897810214,47.14106889945953,3.077151671878302
9,8.26333482037558,46632.96624087591,48.466471597096756,962.1696134296132
9,0.5430723845322644,10866502.048357664,48.21927014237043,225356.00427533707
9,15.671083735709107,-19.41423357664228,46.74485954012078,-0.41532339101327675
9,23.6309592856731,-9.483576642335727,45.831041932804865,-0.20692474450482848
9,9.255718876721971,18476.742700729927,47.463658831191125,389.2818875688485
9,22.457916632429157,-9.417883211678836,48.20494603418849,-0.1953717198438387
9,2.816426994777305,5417632.354927007,47.487955431035985,114084.34635167063
9,17.87707387050744,-42.10675182481758,47.05012534339182,-0.8949338926836985
9,15.075630174072883,41.96989051094883,47.04070497678421,0.8922036889468821
9,23.08667957362527,65.97810218978097,46.97446923048833,1.4045523721843036
9,0.45956365277239897,11013796.976277372,47.47603413412181,231986.45752850643
9,16.40845677500756,-40.33759124087593,45.345652196126345,-0.8895580786093925
9,22.611270503336797,-53.340328467153284,47.22965631010934,-1.1293821008758003
9,18.346663898138672,63.13321167883214,46.82272931310049,1.3483453998733081
9,5.917530425049811,404822.04562043794,45.56489968997452,8884.515238151824
9,21.42429844031824,-16.64233576642326,47.096232007696244,-0.3533687315729132
9,7.537886094319254,90647.2810218978,46.36838019458439,1954.937408671545
9,13.987885285606458,138.49726277372264,46.845430795199775,2.956473244513622
9,17.560926717288705,-23.260948905109515,47.035312788112755,-0.494542239144804
9,11.888194219610925,1511.2007299270074,45.64083717386277,33.110714515824654
9,13.958154743866332,182.43248175182475,49.36675713303495,3.6954520075159176
9,23.593700325828507,11.287408759124084,45.851993475652705,0.2461705130686994
9,20.1184460840382,-4.408759124087522,47.470841709924024,-0.09287299245772271
9,2.0106914772093005,7453299.207116787,45.717156498560904,163030.68208871223
9,20.775388917742713,-14.794708029197036,46.60856109533618,-0.3174246894027683
9,10.614772530687782,5203.668795620438,46.22819911595798,112.56481747358683
9,3.3559194025750334,4003899.123175183,46.96713033256653,85248.9623024492
9,23.05663356887325,-64.25729927007292,47.57736402230869,-1.3505855271835387
9,12.39436790101406,911.4379562043796,45.747049054933164,19.92342621072504
9,15.855992491101034,-83.65510948905117,49.30936934264109,-1.69653578223133
9,9.604482938616876,13387.04197080292,48.02975231749952,278.72394349044737
9,20.76550217912213,7.5830291970803625,46.9863079335207,0.1613880624076556
9,3.1767353772465032,4480352.900547445,46.57258353451472,96201.5108572853
9,0.7169899338186514,10532535.280109487,47.977501577366745,219530.71614463106
9,23.165654483433862,-8.488138686131244,48.248986561734256,-0.17592366785301752
9,23.057367651724242,99.20711678832116,46.98111661389689,2.11163812055876
9,0.8323261691663059,10271865.202554744,49.12112825119118,209112.9737498579
9,2.3992980772846337,6471188.901459854,46.48230846925875,139218.32014301958
